mode,distance_km,passengers,occupancy,traffic_index,temperature_c,rain_index,weekend,co2e_kg
Metro,14.51,1,122.34,0.683,34.61,0.556,1,0.54183
Motorcycle,9.271,1,110.91,0.956,16.01,0.925,0,1.23945
Metro,6.003,1,126.72,0.9,19.8,0.538,1,0.22933
Metro,25.217,1,125.91,0.503,25.93,0.979,0,0.97387
Metro,12.021,1,130.01,0.805,17.66,0.217,0,0.44878
Walking,8.423,1,113.95,0.049,27.79,0.369,1,0.0
Bus,0.893,1,10.42,0.836,14.1,0.974,0,0.17024
Motorcycle,21.086,1,128.69,0.965,21.37,0.903,0,2.70262
Motorcycle,24.93,1,110.24,0.021,34.63,0.171,0,2.44147
Bus,3.348,1,21.76,0.424,15.9,0.402,0,0.27443
Bicycle,8.466,1,113.54,0.248,15.95,0.822,0,0.00421
Walking,11.228,1,116.71,0.639,23.89,0.207,0,0.0
Car,8.753,4,4.0,0.65,26.3,0.617,1,0.48465
Bicycle,14.506,1,131.7,0.865,23.21,0.267,1,0.00629
Car,8.594,2,2.0,0.976,28.17,0.766,1,1.04897
Car,11.871,2,2.0,0.251,32.45,0.694,0,1.26372
Car,9.321,5,5.0,0.85,31.19,0.526,1,0.42433
Car,5.529,5,5.0,0.391,15.21,0.56,0,0.23714
Bus,7.815,1,28.59,0.3,37.86,0.591,0,0.48433
Car,14.394,4,4.0,0.604,29.0,0.214,0,0.80523
Bicycle,0.811,1,124.55,0.971,31.59,0.332,1,0.0
Car,11.144,2,2.0,0.578,37.62,0.631,0,1.24016
Metro,0.528,1,110.11,0.569,37.0,0.985,0,0.03854
Walking,12.486,1,123.84,0.416,34.37,0.067,0,0.00223
Bicycle,19.058,1,121.18,0.323,22.71,0.107,1,0.00959
Metro,13.418,1,128.31,0.968,33.83,0.142,1,0.52801
Walking,14.438,1,113.45,0.274,36.28,0.69,1,0.0
Metro,1.88,1,115.53,0.927,28.58,0.852,1,0.09357
Bicycle,13.257,1,136.74,0.587,17.67,0.015,0,0.00436
Motorcycle,21.124,1,130.19,0.258,31.52,0.204,1,2.22057
Walking,18.797,1,109.73,0.077,15.37,0.657,0,0.0
Bus,7.982,1,15.87,0.223,39.28,0.804,0,0.94145
Walking,8.31,1,108.35,0.223,22.24,0.425,1,0.00392
Metro,4.678,1,120.04,0.905,32.27,0.442,0,0.21409
Walking,19.146,1,111.7,0.44,16.62,0.17,1,0.0
Walking,14.98,1,122.41,0.811,19.06,0.859,0,0.0
Motorcycle,8.686,1,121.64,0.9,30.2,0.502,0,1.1178
Bus,10.0,1,30.69,0.578,25.78,0.805,1,0.60751
Walking,19.067,1,109.83,0.662,33.66,0.827,1,0.00902
Motorcycle,8.504,1,121.61,0.691,32.9,0.453,1,1.03675
Metro,12.054,1,112.46,0.501,24.32,0.522,0,0.54682
Bus,1.64,1,5.02,0.692,13.42,0.129,1,0.58655
Bicycle,18.271,1,119.77,0.138,26.1,0.909,1,0.0
Bicycle,12.705,1,123.23,0.527,21.55,0.548,0,0.01102
Car,21.055,2,2.0,0.594,13.61,0.886,1,2.46292
Motorcycle,32.018,1,108.96,0.664,17.86,0.655,0,4.00518
Bus,4.893,1,17.03,0.418,15.87,0.073,1,0.50944
Bus,18.422,1,19.48,0.489,33.09,0.787,0,1.73347
Metro,5.495,1,112.32,0.379,15.9,0.227,0,0.24667
Car,9.841,5,5.0,0.818,38.67,0.281,1,0.4469
Car,9.181,4,4.0,0.707,39.8,0.226,1,0.48346
Metro,17.31,1,125.37,0.253,36.18,0.66,1,0.68704
Walking,13.645,1,127.41,0.222,20.17,0.397,1,0.01226
Walking,8.906,1,121.94,0.005,35.71,0.138,0,0.00347
Metro,9.882,1,118.42,0.314,13.97,0.548,1,0.40409
Walking,15.809,1,122.84,0.492,17.6,0.691,0,0.0
Walking,6.443,1,119.29,0.594,35.15,0.69,1,0.0
Motorcycle,27.983,1,112.22,0.68,24.0,0.575,1,3.35671
Bicycle,17.185,1,117.79,0.893,37.21,0.618,1,0.0
Car,10.146,2,2.0,0.939,16.74,0.137,1,1.16208
Car,5.682,3,3.0,0.617,32.99,0.953,0,0.41684
Bicycle,15.239,1,114.6,0.979,22.37,0.507,1,0.0
Motorcycle,23.163,1,140.93,0.329,22.07,0.87,1,2.68598
Bicycle,6.9,1,121.28,0.972,11.77,0.553,1,0.0021
Bus,13.153,1,3.03,0.04,27.08,0.254,1,7.17679
Walking,26.465,1,124.79,0.167,37.93,0.326,1,0.0
Bicycle,13.303,1,120.55,0.435,37.26,0.316,0,0.0
Metro,7.597,1,115.88,0.618,32.29,0.721,0,0.30948
Car,8.571,2,2.0,0.621,18.77,0.363,1,0.9453
Bus,9.89,1,12.43,0.875,15.2,0.445,1,1.47847
Walking,4.964,1,129.11,0.827,22.51,0.567,0,0.00233
Motorcycle,41.985,1,123.77,0.682,21.12,0.055,0,5.1779
Bus,9.381,1,32.72,0.266,10.92,0.989,0,0.4877
Car,12.856,3,3.0,0.638,11.03,0.291,0,0.91363
Car,13.54,4,4.0,0.978,23.28,0.185,0,0.84042
Bus,7.18,1,25.82,0.644,28.86,0.948,0,0.53458
Metro,8.94,1,117.5,0.267,10.46,0.256,1,0.36461
Bicycle,7.758,1,133.17,0.273,29.53,0.74,1,0.0
Metro,7.64,1,116.03,0.549,13.24,0.074,1,0.32195
Bus,5.106,1,23.65,0.381,39.09,0.158,0,0.35706
Metro,38.629,1,119.45,0.676,18.25,0.308,1,1.54488
Car,11.444,5,5.0,0.79,31.9,0.138,1,0.53211
Bus,9.054,1,19.27,0.784,28.14,0.044,1,0.86335
Motorcycle,15.884,1,112.06,0.308,16.51,0.584,0,1.70659
Car,18.169,1,1.0,0.814,19.51,0.248,0,3.96428
Bicycle,5.497,1,128.44,0.657,11.51,0.525,0,0.0
Bicycle,10.768,1,123.27,0.648,38.69,0.952,1,0.0
Metro,2.772,1,117.75,0.51,27.17,0.626,1,0.10938
Metro,8.594,1,106.48,0.924,31.43,0.556,1,0.37397
Car,17.895,5,5.0,0.229,33.48,0.635,0,0.78145
Walking,32.82,1,112.07,0.446,22.88,0.717,1,0.00238
Car,21.716,2,2.0,0.171,35.69,0.51,0,2.1989
Motorcycle,32.744,1,119.67,0.66,38.61,0.549,0,3.86016
Walking,8.372,1,132.36,0.869,19.3,0.553,1,0.0085
Metro,7.639,1,132.2,0.949,38.68,0.823,1,0.27938
Car,12.232,2,2.0,0.607,25.81,0.965,1,1.47677
Car,8.14,2,2.0,0.37,11.44,0.579,0,0.8618
Bicycle,14.312,1,119.15,0.204,15.51,0.658,0,0.0
Motorcycle,4.556,1,118.04,0.908,29.43,0.125,1,0.56613
Bicycle,9.791,1,119.92,0.642,10.7,0.527,0,0.00186
Car,17.09,3,3.0,0.638,19.44,0.915,0,1.24276
Bicycle,35.279,1,120.79,0.632,30.47,0.898,0,0.01353
Car,4.758,1,1.0,0.651,22.42,0.243,0,1.02342
Car,4.933,3,3.0,0.473,22.57,0.72,0,0.37436
Walking,8.319,1,108.62,0.708,24.64,0.382,1,0.01448
Bicycle,9.818,1,117.37,0.223,28.29,0.971,0,0.00422
Walking,31.437,1,119.16,0.969,22.86,0.749,1,0.0
Car,13.077,5,5.0,0.259,18.53,0.67,1,0.54903
Car,20.937,2,2.0,0.317,37.75,0.747,1,2.19626
Motorcycle,16.954,1,140.05,0.77,24.22,0.293,0,2.06483
Metro,10.829,1,123.36,0.764,29.91,0.543,1,0.42425
Motorcycle,12.4,1,116.04,0.099,10.89,0.226,1,1.31583
Walking,17.463,1,113.3,0.419,29.0,0.081,1,0.00906
Car,9.659,3,3.0,0.3,27.94,0.024,1,0.66354
Walking,8.909,1,113.73,0.762,26.29,0.29,1,0.0
Motorcycle,12.358,1,126.19,0.358,21.38,0.341,1,1.39592
Bicycle,23.132,1,129.34,0.516,14.89,0.099,0,0.00994
Bus,25.972,1,25.45,0.939,30.48,0.747,1,2.02221
Motorcycle,10.38,1,130.01,0.907,18.24,0.989,0,1.39192
Motorcycle,8.636,1,122.92,0.584,32.16,0.189,1,1.02468
Bus,2.251,1,25.45,0.566,10.2,0.866,0,0.16913
Metro,24.46,1,137.65,0.954,31.35,0.255,0,0.9141
Walking,7.511,1,111.29,0.613,21.37,0.267,0,0.0
Motorcycle,5.082,1,117.34,0.608,31.55,0.218,1,0.60385
Metro,4.198,1,135.04,0.426,19.33,0.294,1,0.1376
Bicycle,0.916,1,124.83,0.712,24.7,0.058,0,0.00327
Car,11.76,3,3.0,0.673,38.41,0.064,1,0.85335
Bicycle,10.877,1,128.18,0.307,23.81,0.588,0,0.0
Metro,2.486,1,111.53,0.822,29.91,0.6,0,0.1253
Car,23.391,4,4.0,0.437,14.7,0.444,0,1.23799
Bicycle,23.013,1,129.27,0.186,23.91,0.188,0,0.0
Walking,3.535,1,122.07,0.45,20.78,0.383,0,0.00016
Bus,6.424,1,7.55,0.219,13.95,0.676,0,1.45941
Motorcycle,32.19,1,112.76,0.183,26.26,0.042,0,3.48013
Bicycle,8.836,1,123.51,0.55,33.79,0.195,1,0.0
Metro,31.927,1,130.84,0.097,29.77,0.513,0,1.17385
Car,2.5,1,1.0,0.618,35.85,0.63,0,0.56269
Metro,10.165,1,134.76,0.185,23.64,0.343,0,0.35692
Motorcycle,16.933,1,103.95,0.985,30.98,0.223,0,2.12456
Car,1.705,1,1.0,0.268,33.27,0.645,0,0.37482
Car,1.413,2,2.0,0.724,18.94,0.99,1,0.18335
Bicycle,14.042,1,108.55,0.375,34.3,0.433,1,0.02267
Metro,16.458,1,122.28,0.779,11.8,0.346,1,0.62474
Walking,7.705,1,133.84,0.368,34.85,0.004,1,0.0
Car,9.521,5,5.0,0.134,28.84,0.746,1,0.38928
Metro,9.79,1,117.75,0.244,20.09,0.585,0,0.41083
Bus,7.766,1,24.71,0.268,27.83,0.679,1,0.56216
Bicycle,19.464,1,127.57,0.199,29.96,0.049,1,0.0
Bus,7.523,1,30.78,0.504,31.34,0.697,0,0.45057
Bus,7.737,1,23.11,0.012,26.23,0.399,0,0.56164
Metro,41.328,1,121.17,0.746,32.52,0.421,1,1.73391
Bicycle,13.314,1,113.29,0.637,28.72,0.53,0,0.00064
Walking,8.834,1,120.46,0.126,21.51,0.504,0,0.00502
Motorcycle,13.022,1,100.68,0.798,13.56,0.753,0,1.62594
Metro,13.903,1,113.94,0.242,35.85,0.642,1,0.59935
Motorcycle,6.825,1,127.35,0.921,19.77,0.301,1,0.86457
Bus,16.613,1,26.2,0.198,35.48,0.935,1,1.08397
Motorcycle,0.874,1,103.71,0.883,35.97,0.205,1,0.11275
Car,5.375,3,3.0,0.225,24.73,0.579,1,0.36665
Walking,0.8,1,125.27,0.308,26.21,0.452,0,0.0
Car,25.056,3,3.0,0.005,23.88,0.935,1,1.80252
Metro,10.39,1,120.01,0.91,27.35,0.135,1,0.43335
Metro,8.868,1,131.23,0.22,39.93,0.009,1,0.31295
Bus,6.761,1,13.35,0.617,37.77,0.962,1,0.95
Car,18.812,4,4.0,0.637,21.37,0.788,0,1.01928
Bus,16.716,1,27.81,0.184,31.84,0.397,1,1.085
Walking,21.601,1,123.67,0.038,29.38,0.978,1,0.00193
Car,5.841,3,3.0,0.136,32.31,0.782,0,0.42089
Bicycle,11.91,1,116.81,0.423,13.17,0.847,1,0.00488
Bicycle,19.41,1,127.11,0.245,32.3,0.241,1,0.0
Bicycle,8.326,1,102.02,0.445,29.64,0.404,1,0.00463
Motorcycle,9.931,1,117.53,0.237,27.19,0.539,0,1.05722
Motorcycle,7.042,1,119.91,0.405,12.71,0.267,1,0.80329
Metro,6.42,1,118.8,0.042,19.22,0.23,1,0.27012
Metro,7.3,1,105.87,0.617,19.93,0.293,1,0.34991
Metro,6.908,1,124.14,0.977,24.83,0.314,0,0.28107
Bus,31.267,1,13.71,0.111,13.99,0.717,0,3.80697
Bus,22.825,1,12.13,0.265,20.34,0.976,0,3.55411
Bus,15.416,1,22.89,0.273,36.54,0.143,1,1.12901
Metro,2.063,1,128.85,0.304,33.91,0.168,1,0.08179
Metro,5.354,1,116.67,0.805,29.94,0.474,1,0.23314
Car,11.738,3,3.0,0.731,38.65,0.746,1,0.90251
Metro,3.867,1,105.01,0.272,15.09,0.259,1,0.19906
Walking,7.97,1,118.69,0.242,27.72,0.726,1,0.0
Walking,11.563,1,124.44,0.124,14.05,0.812,1,0.00815
Bicycle,6.826,1,121.71,0.419,34.51,0.078,0,0.00485
Metro,10.21,1,117.73,0.763,21.86,0.777,0,0.45485
Car,16.193,3,3.0,0.881,11.92,0.437,1,1.27407
Bus,15.389,1,23.92,0.658,35.8,0.939,0,1.23674
Car,2.109,1,1.0,0.661,16.87,0.758,1,0.47316
Motorcycle,18.892,1,118.19,0.824,18.44,0.401,0,2.2981
Motorcycle,8.915,1,127.59,0.328,22.37,0.328,1,0.96685
Metro,9.432,1,127.1,0.416,37.03,0.053,1,0.3449
Metro,6.931,1,126.9,0.882,22.18,0.463,1,0.27822
Motorcycle,8.068,1,139.25,0.638,39.14,0.29,1,0.89676
Bicycle,22.784,1,132.91,0.956,32.92,0.19,1,0.00419
Bicycle,5.48,1,110.97,0.891,29.51,0.242,1,0.0
Motorcycle,6.171,1,126.52,0.776,24.98,0.558,0,0.74149
Metro,0.796,1,109.53,0.602,17.29,0.086,1,0.03875
Bus,2.513,1,7.15,0.159,24.75,0.914,1,0.59483
Walking,5.933,1,112.92,0.279,17.92,0.039,1,0.0
Metro,13.834,1,126.65,0.263,10.83,0.012,1,0.52139
Metro,19.892,1,123.95,0.83,30.28,0.409,1,0.74562
Motorcycle,11.788,1,114.76,0.681,12.17,0.494,0,1.47357
Car,16.018,2,2.0,0.96,18.44,0.497,0,1.93148
Car,30.608,3,3.0,0.173,38.61,0.581,0,2.12726
Walking,5.239,1,137.53,0.802,10.47,0.708,0,0.0
Metro,9.356,1,117.7,0.556,25.54,0.873,1,0.40163
Car,6.472,5,5.0,0.003,11.76,0.226,0,0.24776
Car,24.557,3,3.0,0.406,29.02,0.261,0,1.6868
Car,23.895,3,3.0,0.282,20.47,0.811,0,1.7116
Metro,11.653,1,111.1,0.005,24.91,0.662,1,0.51682
Motorcycle,10.104,1,122.62,0.896,19.69,0.714,1,1.32528
Bicycle,24.95,1,113.7,0.79,27.7,0.504,1,0.0
Car,19.213,3,3.0,0.493,14.02,0.245,0,1.3857
Bicycle,33.441,1,127.08,0.915,31.01,0.378,1,0.0
Bus,12.781,1,20.83,0.572,29.14,0.138,1,1.09588
Bicycle,33.385,1,114.91,0.92,11.05,0.092,1,0.0
Metro,18.94,1,125.86,0.707,23.01,0.336,0,0.73771
Metro,16.635,1,97.39,0.095,12.63,0.7,0,0.78499
Metro,32.828,1,117.93,0.23,19.56,0.122,0,1.4447
Bus,14.377,1,26.28,0.106,21.76,0.316,1,0.88799
Walking,13.331,1,104.83,0.139,13.51,0.613,1,0.0
Metro,5.855,1,120.8,0.042,29.65,0.122,0,0.23239
Bus,13.506,1,14.33,0.175,19.67,0.995,0,1.57886
Walking,4.933,1,129.4,0.728,36.87,0.115,0,0.00719
Bicycle,20.501,1,126.03,0.745,18.51,0.669,0,0.0
Bicycle,6.159,1,119.13,0.014,25.82,0.277,0,0.01181
Walking,13.843,1,130.88,0.6,20.74,0.883,1,0.0
Motorcycle,7.06,1,128.67,0.555,14.17,0.856,0,0.85243
Walking,19.259,1,107.16,0.055,20.62,0.179,0,0.01553
Metro,6.386,1,129.02,0.726,10.19,0.497,0,0.24527
Metro,17.327,1,128.3,0.421,34.1,0.836,0,0.67185
Metro,7.657,1,107.28,0.122,29.94,0.093,1,0.33818
Walking,9.08,1,120.31,0.718,18.03,0.54,1,0.00717
Bicycle,29.771,1,125.66,0.615,14.22,0.926,0,0.0
Motorcycle,10.237,1,127.52,0.719,14.5,0.934,0,1.27123
Metro,10.232,1,127.92,0.138,24.47,0.037,0,0.38915
Car,15.016,1,1.0,0.684,12.27,0.199,1,3.1666
Walking,9.931,1,119.51,0.065,15.29,0.629,1,0.00249
Walking,5.905,1,132.88,0.966,34.42,0.835,0,0.00483
Motorcycle,1.926,1,113.64,0.102,19.82,0.128,1,0.20401
Motorcycle,9.951,1,120.84,0.189,34.84,0.818,0,1.13631
Car,14.308,3,3.0,0.954,31.03,0.864,0,1.17623
Bicycle,25.677,1,129.6,0.753,19.03,0.704,1,0.00781
Motorcycle,11.183,1,127.17,0.535,13.99,0.011,1,1.18926
Car,16.173,1,1.0,0.531,15.53,0.498,0,3.69957
Car,19.448,5,5.0,0.953,37.15,0.278,1,0.90375
Motorcycle,5.439,1,130.55,0.12,23.66,0.552,1,0.58032
Bus,4.951,1,18.14,0.706,37.1,0.053,0,0.49662
Walking,2.758,1,113.81,0.155,13.77,0.047,1,0.00208
Motorcycle,10.509,1,112.98,0.161,16.65,0.225,1,1.11345
Bicycle,18.926,1,118.81,0.932,38.85,0.822,1,0.0
Bus,11.262,1,17.13,0.629,12.69,0.792,0,1.21979
Metro,24.641,1,127.88,0.121,23.67,0.272,1,0.95182
Metro,4.927,1,98.15,0.279,32.42,0.992,1,0.25518
Bus,8.114,1,9.39,0.406,27.73,0.1,1,1.53233
Walking,18.764,1,113.66,0.066,26.8,0.665,1,0.00691
Bus,24.053,1,12.94,0.701,36.55,0.184,1,3.49639
Bus,13.519,1,17.62,0.114,15.44,0.642,1,1.28749
Motorcycle,5.091,1,129.94,0.506,12.01,0.233,0,0.577
Metro,4.184,1,115.01,0.708,35.98,0.083,1,0.15957
Metro,25.832,1,106.15,0.099,34.1,0.148,1,1.11836
Metro,30.793,1,126.94,0.388,38.01,0.199,0,1.22201
Car,5.394,3,3.0,0.978,23.6,0.313,1,0.42313
Metro,41.002,1,107.48,0.547,36.38,0.709,0,1.87604
Car,29.032,4,4.0,0.717,36.01,0.751,1,1.71189
Bicycle,19.317,1,130.77,0.203,30.84,0.754,0,0.0
Car,7.42,4,4.0,0.229,35.9,0.557,0,0.3908
Bus,19.372,1,35.48,0.839,27.69,0.625,1,1.08953
Metro,9.294,1,118.67,0.174,38.2,0.264,0,0.3728
Car,11.996,2,2.0,0.882,17.37,0.772,0,1.40301
Walking,30.55,1,114.65,0.092,28.12,0.352,1,0.0
Motorcycle,30.391,1,134.78,0.621,29.22,0.805,0,3.61513
Bus,6.631,1,38.34,0.337,22.7,0.857,1,0.29971
Bus,19.919,1,27.53,0.867,18.26,0.487,0,1.34805
Bus,10.236,1,2.0,0.174,12.63,0.164,0,9.16243
Car,11.537,1,1.0,0.487,17.68,0.838,0,2.39117
Bus,8.463,1,24.32,0.863,12.76,0.609,1,0.67886
Metro,1.753,1,116.5,0.517,19.37,0.058,0,0.06578
Motorcycle,27.694,1,119.13,0.936,16.37,0.445,1,3.41706
Car,4.083,1,1.0,0.432,13.03,0.837,1,0.90642
Car,3.268,1,1.0,0.694,21.65,0.801,1,0.76264
Car,10.084,4,4.0,0.913,20.14,0.19,0,0.5717
Car,29.177,4,4.0,0.963,29.43,0.96,1,1.80694
Metro,11.721,1,115.72,0.495,20.83,0.653,1,0.49559
Motorcycle,16.203,1,112.25,0.949,29.23,0.712,0,2.14039
Bus,17.32,1,20.77,0.699,16.36,0.118,1,1.55711
Bus,5.763,1,19.53,0.239,34.87,0.02,0,0.47152
Bicycle,14.985,1,125.43,0.213,12.47,0.701,1,0.00156
Bicycle,10.035,1,110.03,0.065,26.33,0.692,1,0.0
Metro,20.643,1,125.63,0.944,27.45,0.848,1,0.8259
Car,20.059,3,3.0,0.37,17.93,0.941,1,1.50554
Metro,5.99,1,133.42,0.515,35.97,0.105,0,0.21139
Bicycle,12.909,1,131.19,0.941,14.91,0.006,1,0.03008
Car,14.324,1,1.0,0.306,28.24,0.149,0,2.94493
Metro,33.681,1,128.86,0.962,12.78,0.478,0,1.30116
Metro,5.585,1,118.87,0.171,25.81,0.938,1,0.22788
Car,2.17,1,1.0,0.999,15.44,0.291,1,0.50491
Walking,13.428,1,115.32,0.711,13.29,0.573,1,0.00871
Bus,8.561,1,22.35,0.153,15.73,0.241,1,0.65644
Bicycle,5.282,1,118.89,0.38,27.53,0.466,1,0.0
Metro,14.547,1,122.3,0.063,24.61,0.066,0,0.58649
Walking,5.463,1,129.89,0.513,23.2,0.627,0,0.0
Bus,10.183,1,19.71,0.795,25.07,0.198,1,0.9493
Bus,2.122,1,13.53,0.431,24.04,0.652,0,0.27389
Bicycle,13.12,1,122.47,0.771,10.99,0.237,1,0.0
Walking,17.463,1,136.97,0.75,24.03,0.471,0,0.00421
Car,1.741,5,5.0,0.608,25.81,0.959,0,0.07435
Bicycle,9.193,1,100.19,0.738,25.2,0.72,0,0.0083
Bus,21.179,1,4.39,0.675,17.42,0.666,1,8.56143
Bicycle,6.726,1,104.64,0.227,20.83,0.026,0,0.01278
Car,17.827,5,5.0,0.572,39.25,0.291,1,0.77963
Walking,16.431,1,137.11,0.94,23.54,0.909,0,0.0
Bicycle,11.889,1,117.48,0.894,11.12,0.27,0,0.01228
Bicycle,21.073,1,130.03,0.06,26.13,0.185,0,0.0
Car,8.018,4,4.0,0.619,33.12,0.85,0,0.44162
Metro,3.592,1,97.28,0.738,18.36,0.666,1,0.18802
Walking,11.973,1,131.62,0.838,35.19,0.243,0,0.0
Motorcycle,1.519,1,111.73,0.281,35.65,0.059,1,0.16948
Bicycle,12.592,1,106.54,0.89,35.66,0.997,1,0.0
Metro,6.274,1,113.34,0.131,15.31,0.001,1,0.2724
Bicycle,5.379,1,122.74,0.52,38.26,0.181,0,0.00991
Bus,24.743,1,16.8,0.053,20.95,0.095,0,2.21861
Metro,4.162,1,111.11,0.273,38.64,0.97,0,0.17272
Bicycle,16.127,1,104.29,0.738,32.25,0.459,0,0.00372
Motorcycle,17.253,1,112.13,0.619,15.34,0.366,1,2.09329
Motorcycle,20.081,1,122.68,0.381,16.04,0.769,1,2.41172
Bicycle,5.376,1,115.6,0.636,32.11,0.838,0,0.00519
Walking,7.415,1,120.66,0.056,31.26,0.365,0,0.00119
Metro,19.302,1,115.87,0.709,38.46,0.348,0,0.82042
Bicycle,15.195,1,125.38,0.491,12.66,0.299,1,0.00883
Motorcycle,10.345,1,125.81,0.214,13.68,0.203,1,1.14549
Metro,6.016,1,121.96,0.86,12.74,0.569,1,0.26227
Metro,11.574,1,120.58,0.808,39.97,0.208,0,0.47042
Bus,4.74,1,23.46,0.577,18.72,0.863,1,0.38919
Metro,8.03,1,108.85,0.318,29.22,0.465,0,0.36478
Bicycle,28.628,1,134.09,0.109,27.87,0.932,1,0.0
Walking,3.343,1,107.57,0.842,37.77,0.804,1,0.0
Motorcycle,19.308,1,127.52,0.336,20.59,0.647,0,2.14339
Motorcycle,8.558,1,120.6,0.859,21.44,0.28,1,1.03649
Bus,1.785,1,19.57,0.506,15.55,0.55,0,0.16527
Metro,7.588,1,132.12,0.473,23.23,0.358,0,0.28316
Bus,22.869,1,20.03,0.747,34.52,0.022,1,2.08269
Motorcycle,22.552,1,122.8,0.929,30.79,0.646,0,2.82243
Car,12.226,5,5.0,0.89,28.76,0.668,0,0.58239
Walking,13.312,1,124.63,0.837,18.64,0.116,0,0.0
Bicycle,10.054,1,124.14,0.663,15.91,0.948,0,0.00619
Metro,8.377,1,111.32,0.42,14.91,0.019,0,0.35575
Walking,17.399,1,123.97,0.646,21.93,0.323,1,0.0
Walking,5.831,1,118.03,0.799,39.26,0.83,1,0.0
Metro,13.446,1,113.53,0.59,23.41,0.631,0,0.58768
Bus,6.52,1,11.3,0.924,19.24,0.977,0,1.16478
Car,20.785,5,5.0,0.593,30.61,0.525,1,0.94482
Car,14.733,3,3.0,0.122,18.04,0.188,1,0.95106
Walking,10.134,1,118.09,0.011,12.41,0.554,0,0.00054
Motorcycle,1.991,1,106.96,0.214,29.23,0.892,1,0.22062
Metro,3.263,1,123.66,0.205,33.55,0.093,0,0.11708
Bus,17.367,1,10.41,0.323,30.04,0.375,1,2.97563
Bus,1.161,1,34.59,0.505,22.06,0.63,0,0.06313
Motorcycle,36.707,1,113.51,0.296,33.53,0.76,1,4.26047
Bus,2.72,1,2.0,0.261,25.64,0.443,0,2.43253
Bus,8.771,1,24.17,0.128,29.19,0.919,1,0.68377
Car,2.745,5,5.0,0.99,16.12,0.963,1,0.15084
Motorcycle,2.322,1,114.05,0.977,32.97,0.99,1,0.27972
Walking,19.399,1,135.13,0.554,35.01,0.009,0,0.00158
Bus,8.177,1,23.03,0.711,10.27,0.571,1,0.7067
Bus,9.807,1,24.66,0.558,17.52,0.441,0,0.70024
Car,18.821,1,1.0,0.58,37.11,0.399,0,4.11459
Bicycle,4.151,1,105.5,0.581,37.08,0.309,0,0.00538
Motorcycle,13.947,1,116.51,0.643,28.75,0.699,0,1.67371
Car,19.972,1,1.0,0.756,26.28,0.632,1,4.58929
Motorcycle,9.112,1,113.72,0.002,33.07,0.887,1,0.92984
Metro,3.016,1,111.63,0.806,20.71,0.339,0,0.13182
Bus,19.677,1,3.64,0.979,18.64,0.944,1,11.11489
Car,13.723,3,3.0,0.217,35.18,0.282,1,0.88369
Walking,12.035,1,121.32,0.852,18.51,0.494,1,0.00753
Bicycle,6.785,1,112.78,0.407,20.58,0.08,1,0.0
Metro,12.664,1,116.62,0.487,19.18,0.488,1,0.51749
Car,11.182,4,4.0,0.93,11.37,0.022,1,0.62687
Metro,6.809,1,107.71,0.124,30.86,0.827,0,0.31416
Bicycle,14.736,1,137.52,0.908,37.25,0.341,1,0.0
Bus,10.233,1,26.11,0.364,16.54,0.003,1,0.66468
Bicycle,7.464,1,129.33,0.663,14.59,0.59,0,0.0
Metro,15.05,1,127.55,0.907,28.21,0.46,0,0.6017
Metro,27.592,1,125.4,0.775,24.7,0.194,0,1.079
Metro,23.797,1,127.78,0.844,20.94,0.122,0,0.84481
Bus,12.227,1,20.79,0.743,28.21,0.74,1,1.10141
Bicycle,15.259,1,126.4,0.511,36.98,0.817,1,0.0
Walking,22.703,1,118.2,0.137,19.6,0.479,0,0.0
Car,11.897,4,4.0,0.155,39.16,0.287,1,0.60064
Metro,13.113,1,109.65,0.932,26.73,0.951,0,0.57768
Car,7.039,2,2.0,0.366,17.48,0.088,1,0.7131
Car,20.641,1,1.0,0.142,34.91,0.902,1,4.52512
Car,1.534,2,2.0,0.549,17.88,0.781,0,0.18181
Bicycle,13.452,1,104.53,0.016,21.7,0.394,1,0.0
Bus,6.712,1,17.96,0.585,18.16,0.662,1,0.66854
Bicycle,3.339,1,127.06,0.636,20.69,0.245,0,0.00575
Metro,21.983,1,138.75,0.634,26.39,0.346,0,0.8045
Motorcycle,9.3,1,112.92,0.83,39.45,0.894,1,1.23003
Motorcycle,5.255,1,98.78,0.489,15.58,0.459,0,0.60954
Car,39.63,1,1.0,0.893,10.92,0.283,0,9.37401
Motorcycle,10.005,1,117.59,0.661,18.89,0.321,1,1.17836
Bus,19.979,1,31.47,0.719,11.15,0.81,1,1.19375
Bus,9.374,1,25.4,0.672,36.45,0.826,1,0.69709
Bus,9.493,1,18.91,0.572,34.43,0.505,0,0.90956
Bicycle,2.725,1,122.56,0.03,12.98,0.124,0,0.0
Bus,3.076,1,5.42,0.513,18.53,0.464,0,1.02782
Bus,5.3,1,25.87,0.893,31.68,0.534,1,0.40525
Motorcycle,5.686,1,126.92,0.975,34.31,0.488,0,0.71137
Bus,8.518,1,18.25,0.473,20.68,0.888,1,0.8465
Bicycle,18.409,1,117.08,0.424,27.19,0.722,1,0.0
Metro,21.059,1,129.71,0.527,32.66,0.791,1,0.81018
Metro,19.411,1,130.61,0.597,27.02,0.809,0,0.69491
Car,6.817,1,1.0,0.951,37.96,0.469,0,1.5129
Motorcycle,14.328,1,119.39,0.089,23.65,0.049,1,1.51207
Bus,14.542,1,25.49,0.109,24.22,0.172,0,0.95002
